Tempo Decorrido; Velocidade; Rotacao; Acelerador; Freio; Hodometro Parcial; Ref, Velo; Max Torque+; Max Torque-; Torque Motor;TempMos1; TempMos2; TempAr; TempMotor; Tensao Bat; Corrente Motor; Tensao Motor;  id; iq; idx; iqx; GPV; GIV; GDV; GPC; GIC; GPF; GIF; FluxoMax; Cod, Falha; Cod, Alarme; Estado de Teste; Ass, Rampa; Controle Cruzeiro;SOC; Corrente Pack; 
24,5;0,7;144;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,1;
24,6;2,1;171;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;1,1;
24,7;2,4;216;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,4;
24,8;1,9;205;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,1;
24,9;2,7;228;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,4;
25;3,6;294;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,8;
25,1;3,5;336;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,3;
25,2;2,9;328;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,3;
25,3;3,3;316;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,2;
25,4;3,3;312;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
25,5;3,4;308;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,3;
25,6;3,6;338;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,3;
25,7;3,8;361;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,3;
25,8;3,3;355;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
25,9;2,9;306;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,3;
26;2,3;263;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,2;
26,1;1,3;174;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,2;
26,2;1,5;163;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,2;
26,3;-0,5;24;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,3;
26,4;-0,8;-16;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,4;
26,5;-0,4;-52;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
26,6;0;-14;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,8;
26,7;0,1;5;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;4,1;
26,8;0,1;40;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;3;
26,9;0,5;66;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;9;
27;0,8;109;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;11;
27,1;1,5;145;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;11,1;
27,2;1,4;155;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;12,2;
27,3;1,2;143;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;5,8;
27,4;1,5;141;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;9,1;
27,5;1,6;140;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;12;
27,6;1,4;147;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;15,8;
27,7;1,8;170;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;3,7;
27,8;1,6;164;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;6,3;
27,9;2,2;187;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;7,4;
28;2,5;224;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
28,1;3,1;269;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;1,1;
28,2;3,7;313;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;1,3;
28,3;5,2;384;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
28,4;6,6;546;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,5;
28,5;8,5;726;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,2;
28,6;9,9;899;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
28,7;10,4;973;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,4;
28,8;10,7;1017;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
28,9;10,3;1015;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
29;9,8;986;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
29,1;9,3;947;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
29,2;9,3;908;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
29,3;8,7;895;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,4;
29,4;9;898;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,2;
29,5;7,7;814;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,1;
29,6;8,8;803;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,3;
29,7;9,5;887;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,3;
29,8;10,1;962;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,2;
29,9;11,2;1021;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,2;
30;10,3;1027;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,2;
30,1;10,9;1030;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,9;
30,2;11,5;1065;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,4;
30,3;12;1130;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,4;
30,4;12,9;1205;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,4;
30,5;13,4;1281;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,7;
30,6;14,8;1362;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,5;
30,7;15,3;1415;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,4;
30,8;15,1;1474;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-1;
30,9;16;1506;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-1,3;
31;16,2;1527;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,7;
31,1;15,8;1538;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-1,2;
31,2;16,3;1544;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,9;
31,3;16,3;1533;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-1,3;
31,4;16,5;1586;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,5;
31,5;17,1;1627;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,2;
31,6;17,8;1707;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,5;
31,7;18,6;1779;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-1,8;
31,8;19,6;1833;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-0,8;
31,9;19,8;1880;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-0,6;
32;19,6;1892;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-1,6;
32,1;19,6;1904;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,4;
32,2;20,6;1941;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-1,7;
32,3;20,5;1952;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,1;
32,4;20,3;1964;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,1;
32,5;20,2;1952;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,1;
32,6;20,6;1975;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,2;
32,7;20;1929;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-0,9;
32,8;20,2;1918;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1;
32,9;20;1914;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,2;
33;20;1932;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,3;
33,1;20,4;1962;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-0,8;
33,2;21;2008;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,9;
33,3;20,8;2005;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,1;
33,4;20,3;2011;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,6;
33,5;20,3;2002;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,9;
33,6;21,8;2043;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-0,9;
33,7;20,1;2024;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-0,8;
33,8;21,3;2028;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,7;
33,9;21,1;2026;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,3;
34;21,5;2054;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-0,9;
34,1;21,1;2041;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,3;
34,2;21,4;2065;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,7;
34,3;21,3;2062;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-1,7;
34,4;21,6;2075;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-0,9;
34,5;20,8;2061;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-1,2;
34,6;21,2;2058;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-0,8;
34,7;21,7;2069;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-1,1;
34,8;22;2097;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-1,8;
34,9;21,8;2117;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-1,6;
35;22,3;2144;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-2;
35,1;22,7;2184;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-1;
35,2;22,8;2191;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-2,1;
35,3;22,5;2191;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-1,7;
35,4;22,5;2187;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-1,4;
35,5;21,8;2140;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-1,6;
35,6;21;2094;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-1,2;
35,7;20,6;2034;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-0,4;
35,8;20,4;1992;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-0,2;
35,9;19,2;1920;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-0,6;
36;18,1;1823;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-0,8;
36,1;17,5;1751;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;-0,1;
36,2;17,4;1752;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;6,2;
36,3;15,9;1640;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;5,4;
36,4;15,2;1538;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;5,8;
36,5;14,9;1473;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;5;
36,6;13,6;1389;;;;;;;;;;;;52,2;;;;;;;;;;;;;;;;;;;;;3,8;
36,7;12,6;1277;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;15,3;
36,8;11;1159;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-1;
36,9;9,1;1010;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;-0,2;
37;7;812;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;0,2;
37,1;4;550;;;;;;;;;;;;52,3;;;;;;;;;;;;;;;;;;;;;0,7;
37,2;3;344;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;109;
37,3;14,4;1122;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;;;75;
37,4;6;698;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;80,4;
37,5;7,2;662;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;84,7;
37,6;9,5;805;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;103;
37,7;10,9;950;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;87,1;
37,8;10;985;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;96,7;
37,9;11,3;1040;;;;;;;;;;;;50,3;;;;;;;;;;;;;;;;;;;;;122,2;
38;11,9;1109;;;;;;;;;;;;50,2;;;;;;;;;;;;;;;;;;;;;123,6;
38,1;11,9;1161;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;109,4;
38,2;11,7;1137;;;;;;;;;;;;50,2;;;;;;;;;;;;;;;;;;;;;116,8;
38,3;14,3;1171;;;;;;;;;;;;48,8;;;;;;;;;;;;;;;;;;;;;223,1;
38,4;16;1476;;;;;;;;;;;;48,6;;;;;;;;;;;;;;;;;;;;;218,9;
38,5;15,3;1480;;;;;;;;;;;;49,5;;;;;;;;;;;;;;;;;;;;;151;
38,6;14,3;1436;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;129,5;
38,7;16,8;1435;;;;;;;;;;;;49,7;;;;;;;;;;;;;;;;;;;;;149,8;
38,8;15,4;1427;;;;;;;;;;;;47,9;;;;;;;;;;;;;;;;;;;;;263;
38,9;17;1597;;;;;;;;;;;;47,7;;;;;;;;;;;;;;;;;;;;;286,6;
39;19,2;1721;;;;;;;;;;;;48,3;;;;;;;;;;;;;;;;;;;;;230,9;
39,1;18,4;1801;;;;;;;;;;;;49,6;;;;;;;;;;;;;;;;;;;;;139,4;
39,2;16,3;1688;;;;;;;;;;;;49,9;;;;;;;;;;;;;;;;;;;;;113,6;
39,3;16;1602;;;;;;;;;;;;49,2;;;;;;;;;;;;;;;;;;;;;180;
39,4;15,5;1652;;;;;;;;;;;;48,8;;;;;;;;;;;;;;;;;;;;;202,5;
39,5;16,3;1653;;;;;;;;;;;;49,5;;;;;;;;;;;;;;;;;;;;;150,2;
39,6;16,4;1614;;;;;;;;;;;;49,4;;;;;;;;;;;;;;;;;;;;;154,6;
39,7;17;1609;;;;;;;;;;;;49,4;;;;;;;;;;;;;;;;;;;;;161,1;
39,8;17;1622;;;;;;;;;;;;49,3;;;;;;;;;;;;;;;;;;;;;158,2;
39,9;18,7;1674;;;;;;;;;;;;49,7;;;;;;;;;;;;;;;;;;;;;128,5;
40;17,6;1688;;;;;;;;;;;;49,6;;;;;;;;;;;;;;;;;;;;;134,3;
40,1;17,5;1680;;;;;;;;;;;;49,5;;;;;;;;;;;;;;;;;;;;;140,2;
40,2;17,2;1670;;;;;;;;;;;;49,5;;;;;;;;;;;;;;;;;;;;;138,3;
40,3;17,8;1707;;;;;;;;;;;;49,2;;;;;;;;;;;;;;;;;;;;;166,8;
40,4;17,5;1711;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;113,5;
40,5;17,4;1703;;;;;;;;;;;;49,9;;;;;;;;;;;;;;;;;;;;;115,3;
40,6;17,9;1713;;;;;;;;;;;;49,9;;;;;;;;;;;;;;;;;;;;;108,6;
40,7;17,8;1719;;;;;;;;;;;;49,9;;;;;;;;;;;;;;;;;;;;;104,4;
40,8;18,3;1743;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;111,7;
40,9;18,1;1746;;;;;;;;;;;;50,2;;;;;;;;;;;;;;;;;;;;;88,7;
41;18,3;1756;;;;;;;;;;;;50,4;;;;;;;;;;;;;;;;;;;;;84,9;
41,1;18,1;1756;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;63,5;
41,2;17,9;1743;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;55,6;
41,3;17,9;1698;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;12,9;
41,4;16,1;1638;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-4,6;
41,5;15,5;1567;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,4;
41,6;14,3;1452;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,8;
41,7;12,1;1274;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,3;
41,8;9,2;1074;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,3;
41,9;5,8;785;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,1;
42;3,6;525;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,2;
42,1;1,7;287;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,2;
42,2;0,7;125;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,1;
42,3;-0,8;-34;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,5;
42,4;-1,2;-70;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,6;
42,5;0;-33;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
42,6;0;-8;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
42,7;-0,2;-11;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,2;
42,8;0;-13;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
42,9;0;-3;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
43;0;-1;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
43,1;-0,4;-2;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,2;
43,2;-0,5;-46;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,5;
43,3;-0,5;-53;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;2;
43,4;2,2;84;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;97,4;
43,5;10;938;;;;;;;;;;;;50,3;;;;;;;;;;;;;;;;;;;;;112,4;
43,6;9,7;836;;;;;;;;;;;;49,9;;;;;;;;;;;;;;;;;;;;;130,8;
43,7;9,9;929;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;65,8;
43,8;15,1;1065;;;;;;;;;;;;48,7;;;;;;;;;;;;;;;;;;;;;215,2;
43,9;17;1540;;;;;;;;;;;;46,7;;;;;;;;;;;;;;;;;;;;;340,6;
44;16,9;1601;;;;;;;;;;;;46,6;;;;;;;;;;;;;;;;;;;;;348;
44,1;18,7;1712;;;;;;;;;;;;47,1;;;;;;;;;;;;;;;;;;;;;305,3;
44,2;20,2;1867;;;;;;;;;;;;48,2;;;;;;;;;;;;;;;;;;;;;241,4;
44,3;20,1;1937;;;;;;;;;;;;49,6;;;;;;;;;;;;;;;;;;;;;122,7;
44,4;20,1;1925;;;;;;;;;;;;49,6;;;;;;;;;;;;;;;;;;;;;137,5;
44,5;22,7;2060;;;;;;;;;;;;47,3;;;;;;;;;;;;;;;;;;;;;305,8;
44,6;22,5;2103;;;;;;;;;;;;47,2;;;;;;;;;;;;;;;;;;;;;298,8;
44,7;22,7;2186;;;;;;;;;;;;47,1;;;;;;;;;;;;;;;;;;;;;329;
44,8;22;2144;;;;;;;;;;;;47;;;;;;;;;;;;;;;;;;;;;322;
44,9;24;2217;;;;;;;;;;;;47,2;;;;;;;;;;;;;;;;;;;;;276,7;
45;23,4;2295;;;;;;;;;;;;46,9;;;;;;;;;;;;;;;;;;;;;301,7;
45,1;25;2384;;;;;;;;;;;;47,5;;;;;;;;;;;;;;;;;;;;;275,5;
45,2;26,1;2476;;;;;;;;;;;;47,6;;;;;;;;;;;;;;;;;;;;;246,7;
45,3;27,7;2584;;;;;;;;;;;;47,8;;;;;;;;;;;;;;;;;;;;;232,8;
45,4;29,2;2724;;;;;;;;;;;;47,9;;;;;;;;;;;;;;;;;;;;;237,5;
45,5;29,5;2808;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;242,9;
45,6;30,9;2920;;;;;;;;;;;;48,1;;;;;;;;;;;;;;;;;;;;;231,8;
45,7;30,2;2945;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;-5,2;
45,8;29,8;2912;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;-1;
45,9;28;2826;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;-2,6;
46;27,8;2747;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;-1;
46,1;27,5;2667;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;-2,2;
46,2;26,4;2589;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-2,5;
46,3;25,7;2522;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-1,8;
46,4;25,1;2454;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-1,8;
46,5;24,7;2404;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,7;
46,6;25,4;2405;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-2;
46,7;24,9;2405;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,9;
46,8;26;2441;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,6;
46,9;25,3;2430;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,8;
47;25,5;2428;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,2;
47,1;25,4;2447;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-2,1;
47,2;25;2441;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,2;
47,3;25,2;2426;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-2,4;
47,4;24,3;2378;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,2;
47,5;22,1;2264;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1;
47,6;20,4;2101;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,8;
47,7;18,3;1924;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,4;
47,8;17,2;1740;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,6;
47,9;15,7;1603;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,1;
48;14,2;1455;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,6;
48,1;13,4;1354;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;1,3;
48,2;13,1;1290;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;23,6;
48,3;12,6;1251;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;11,5;
48,4;12,4;1226;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;29,8;
48,5;12,9;1232;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;44,5;
48,6;13;1251;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;36,7;
48,7;12,8;1260;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;41,8;
48,8;12,7;1258;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;36,7;
48,9;13,1;1255;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;40,9;
49;13,3;1254;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;42,1;
49,1;12,6;1255;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;36,8;
49,2;13;1261;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;35,3;
49,3;12,8;1249;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;;;52,2;
49,4;13,1;1269;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;38,5;
