Tempo Decorrido; Velocidade; Rotacao; Acelerador; Freio; Hodometro Parcial; Ref, Velo; Max Torque+; Max Torque-; Torque Motor;TempMos1; TempMos2; TempAr; TempMotor; Tensao Bat; Corrente Motor; Tensao Motor;  id; iq; idx; iqx; GPV; GIV; GDV; GPC; GIC; GPF; GIF; FluxoMax; Cod, Falha; Cod, Alarme; Estado de Teste; Ass, Rampa; Controle Cruzeiro;SOC; Corrente Pack; 
99,4;15;1408;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;37;
99,5;15,5;1476;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;41,4;
99,6;16,7;1547;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;45,6;
99,7;17,4;1623;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;21,2;
99,8;17;1636;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;33,4;
99,9;17,8;1689;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;47,3;
100;18,1;1729;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;40,6;
100,1;18,8;1786;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;32,5;
100,2;19,3;1817;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;36,4;
100,3;19,1;1839;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;42,3;
100,4;19,6;1881;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;40,1;
100,5;19,7;1899;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;42,3;
100,6;19,9;1917;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;46,7;
100,7;20,1;1946;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;57,7;
100,8;21,2;1998;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;61,3;
100,9;21;2020;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;31,1;
101;20,9;2020;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;40,4;
101,1;20,3;1993;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;14,1;
101,2;19,8;1944;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;22,8;
101,3;19,2;1906;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;21,3;
101,4;18,9;1864;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;32;
101,5;18,8;1842;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;32,2;
101,6;19,4;1840;;;;;;;;;;;;50,6;;;;;;;;;;;;;;;;;;;;;79,4;
101,7;18,2;1797;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;16,4;
101,8;18,6;1792;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;66,1;
101,9;18,8;1795;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;26,7;
102;17,7;1740;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;38,9;
102,1;17,4;1704;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;40,4;
102,2;17,2;1684;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;37,1;
102,3;16,7;1637;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;25,8;
102,4;15,5;1572;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;12,7;
102,5;15,5;1502;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;45,9;
102,6;15,1;1479;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;47,7;
102,7;15,4;1476;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;53,7;
102,8;16;1518;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;84,2;
102,9;17,7;1638;;;;;;;;;;;;48,9;;;;;;;;;;;;;;;;;;;;;198,6;
103;20,3;1851;;;;;;;;;;;;49,6;;;;;;;;;;;;;;;;;;;;;127,9;
103,1;22,9;2078;;;;;;;;;;;;48,5;;;;;;;;;;;;;;;;;;;;;211;
103,2;24,7;2289;;;;;;;;;;;;47,9;;;;;;;;;;;;;;;;;;;;;272,1;
103,3;25;2403;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;-1,6;
103,4;23,7;2375;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;-1,7;
103,5;21,3;2187;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-0,7;
103,6;18,6;1937;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,1;
103,7;17,1;1736;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,7;
103,8;14,2;1511;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,4;
103,9;12,9;1343;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,1;
104;10,7;1142;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,6;
104,1;10,6;1067;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,5;
104,2;9,5;983;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;5,7;
104,3;9,1;911;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;26,9;
104,4;9,3;897;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;29,3;
104,5;9,7;915;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;28,2;
104,6;10,2;951;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;;;53,3;
104,7;11,2;1026;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;38,8;
104,8;11,6;1090;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;36,9;
104,9;12,7;1159;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;54,2;
105;13,5;1252;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;41;
105,1;13,7;1312;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;17,9;
105,2;13,8;1353;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;25,1;
105,3;14,7;1393;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;26,4;
105,4;15;1431;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;12,5;
105,5;15,5;1478;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;10;
105,6;15,7;1500;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;11,3;
105,7;15,7;1511;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;2;
105,8;15,4;1543;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;0,3;
105,9;16,3;1581;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,7;
106;17,1;1621;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,5;
106,1;17,3;1664;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,4;
106,2;17,4;1676;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,3;
106,3;17;1668;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,8;
106,4;17,4;1673;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,9;
106,5;17,5;1678;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,2;
106,6;20;1801;;;;;;;;;;;;49,8;;;;;;;;;;;;;;;;;;;;;153,3;
106,7;23,9;2111;;;;;;;;;;;;47,7;;;;;;;;;;;;;;;;;;;;;271,3;
106,8;28,3;2490;;;;;;;;;;;;49,2;;;;;;;;;;;;;;;;;;;;;161,4;
106,9;30,5;2749;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-3,5;
107;31,5;2933;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,2;
107,1;31,2;3035;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-2,7;
107,2;31,7;3052;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,9;
107,3;33,1;3094;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-2,5;
107,4;33,2;3183;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-3,5;
107,5;32,2;3149;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-2,5;
107,6;31,5;3090;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-3;
107,7;30,8;3015;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-2,9;
107,8;29,2;2890;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,4;
107,9;26;2672;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-2,3;
108;24,3;2469;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,7;
108,1;22,7;2300;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-2,1;
108,2;22,2;2205;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-1,1;
108,3;20,8;2081;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,9;
108,4;20,3;1986;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-1,3;
108,5;19,9;1936;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,3;
108,6;18,9;1872;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,3;
108,7;19;1822;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;22;
108,8;18,3;1775;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;25,1;
108,9;18,2;1768;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;10;
109;17,9;1747;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;7,3;
109,1;17,8;1720;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;10,9;
109,2;16,9;1681;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;10,6;
109,3;16,7;1652;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;10,5;
109,4;16,1;1594;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;5,4;
109,5;15,7;1541;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;18,3;
109,6;15,2;1515;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;5,6;
109,7;15,2;1485;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;1,9;
109,8;14,9;1456;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,9;
109,9;14,6;1429;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,4;
110;13,7;1392;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
110,1;13,9;1380;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,5;
110,2;14,3;1394;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,9;
110,3;14,7;1417;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-1;
110,4;14,6;1401;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,4;
110,5;13;1321;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-1,2;
110,6;12,4;1239;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,2;
110,7;12;1205;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,6;
110,8;11,4;1169;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,8;
110,9;11,1;1105;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,6;
111;10,7;1052;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
111,1;10,8;1036;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,7;
111,2;9,8;996;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
111,3;8,8;898;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,2;
111,4;7,2;792;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
111,5;6,4;718;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
111,6;4,5;541;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,3;
111,7;2,1;357;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
111,8;0,8;130;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
111,9;0,3;64;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
112;0;23;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
112,1;0;5;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
112,2;-0,7;-28;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,5;
112,3;-0,2;-42;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
112,4;0;-10;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
112,5;-1,8;-84;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;2,1;
112,6;-1,5;-119;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;3,4;
112,7;-0,2;-48;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;9,2;
112,8;0;-18;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;9,7;
112,9;0;-16;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;7,3;
113;1;10;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;45,1;
113,1;14,9;1054;;;;;;;;;;;;50,6;;;;;;;;;;;;;;;;;;;;;82,4;
113,2;5,5;638;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;77,5;
113,3;4,7;527;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;68,1;
113,4;5,7;510;;;;;;;;;;;;50,3;;;;;;;;;;;;;;;;;;;;;109,3;
113,5;7,4;623;;;;;;;;;;;;49,9;;;;;;;;;;;;;;;;;;;;;133,2;
113,6;8,8;755;;;;;;;;;;;;49,8;;;;;;;;;;;;;;;;;;;;;144,6;
113,7;10,4;910;;;;;;;;;;;;49,5;;;;;;;;;;;;;;;;;;;;;148,6;
113,8;11,3;1037;;;;;;;;;;;;49,8;;;;;;;;;;;;;;;;;;;;;116,6;
113,9;11,8;1117;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;76,3;
114;11,6;1123;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;67,3;
114,1;10,2;1068;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;48,9;
114,2;8,5;929;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;20,6;
114,3;6,4;731;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;18;
114,4;4,9;561;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;27;
114,5;3,5;430;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;8,1;
114,6;0,7;227;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,1;
114,7;0,9;107;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,1;
114,8;1,8;144;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,2;
114,9;1,5;155;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,1;
115;1,6;156;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,2;
115,1;2,1;178;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,2;
115,2;2,1;201;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,3;
115,3;2,5;226;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,3;
115,4;2,3;230;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,3;
115,5;2;218;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
115,6;1,7;184;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
115,7;1,8;176;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
115,8;1,6;165;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,2;
115,9;1,9;172;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,2;
116;1,4;174;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,2;
116,1;1,8;155;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,2;
116,2;2,5;219;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,2;
116,3;2,5;241;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,3;
116,4;1,9;213;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
116,5;2,1;204;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,5;
116,6;1,5;170;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
116,7;1,3;135;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
116,8;1,8;159;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,2;
116,9;2,5;205;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
117;1,8;211;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
117,1;1,7;177;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
117,2;1,3;159;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
117,3;1,5;140;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
117,4;2,4;182;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,3;
117,5;2,9;242;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,4;
117,6;3,2;301;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,4;
117,7;3,3;328;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,3;
117,8;2,9;302;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,4;
117,9;2,6;272;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,3;
118;2,5;257;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
118,1;2,5;251;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,3;
118,2;2,3;231;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
118,3;2,4;235;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,3;
118,4;2,5;232;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
118,5;2,6;249;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
118,6;2,5;247;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
118,7;1,2;186;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
118,8;0,6;108;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
118,9;0;21;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
119;0,8;47;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
119,1;0,1;35;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
119,2;0;8;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
119,3;0;2;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
119,4;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
119,5;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
119,6;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
119,7;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
119,8;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
119,9;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
120;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
120,1;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
120,2;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
120,3;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
120,4;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
120,5;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
120,6;1;28;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
120,7;1;74;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
120,8;1;95;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
120,9;0,7;88;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
121;0,8;86;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
121,1;1,2;99;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
121,2;1,2;110;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
121,3;0,9;92;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
121,4;0,8;90;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
121,5;0,9;86;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
121,6;0,9;91;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
121,7;0,8;89;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
121,8;0;35;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
121,9;0;8;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
122;0;2;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
122,1;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
122,2;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
122,3;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
122,4;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
122,5;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
122,6;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
122,7;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
122,8;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
122,9;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
123;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
123,1;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
123,2;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
123,3;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
123,4;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
123,5;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
123,6;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
123,7;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
123,8;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
123,9;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
124;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
124,1;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
124,2;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
124,3;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
124,4;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
124,5;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
124,6;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
124,7;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
124,8;0;0;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
